sale_id,sale_date,product_name,region_name,channel,quantity,unit_price,customer_age,customer_satisfaction_score,marketing_spend,discount_percent,gross_revenue,discount_amount,net_revenue
SAL-000433,2025-07-27,Camera,North America,Retail Store,13,1806.7,39,3.6,5.85,0.0,23487.100000000002,0.0,23487.100000000002
SAL-000434,2025-03-15,Tablet,North America,Direct Sales,4,732.87,32,4.3,25.79,0.0,2931.48,0.0,2931.48
SAL-000435,2025-07-25,Headphones,Middle East & Africa,Online,3,83.22,47,3.8,48.8,25.0,249.66,62.415,187.245
SAL-000436,2025-07-13,Smartphone,Europe,Online,2,336.32,37,3.2,38.28,0.0,672.64,0.0,672.64
SAL-000437,2025-06-09,Headphones,Asia Pacific,Online,1,159.47,54,3.8,0.99,21.7,159.47,34.60499,124.86501
SAL-000438,2025-06-02,Speaker,Asia Pacific,Partner Channel,3,325.36,57,5.0,46.76,0.0,976.08,0.0,976.08
SAL-000439,2025-05-06,Smartphone,Asia Pacific,Online,1,698.06,43,2.2,65.84,0.0,698.06,0.0,698.06
SAL-000440,2025-02-21,Camera,Europe,Online,2,947.05,51,,31.39,0.0,1894.1,0.0,1894.1
SAL-000441,2025-06-06,Smartphone,Europe,Retail Store,2,348.01,25,4.7,42.63,0.0,696.02,0.0,696.02
SAL-000442,2025-07-19,Speaker,Asia Pacific,Retail Store,2,300.14,22,4.5,2.55,0.0,600.28,0.0,600.28
SAL-000443,2025-05-30,Smart Watch,North America,Retail Store,3,419.69,61,3.4,27.24,8.4,1259.07,105.76188,1153.30812
SAL-000444,2025-07-28,Laptop,Asia Pacific,Retail Store,3,2124.47,42,4.2,48.63,0.0,6373.41,0.0,6373.41
SAL-000445,2025-06-13,Headphones,Europe,Online,1,220.97,18,3.7,63.56,0.0,220.97,0.0,220.97
SAL-000446,2025-06-07,Headphones,Europe,Online,8,257.49,37,3.2,2.21,17.1,2059.92,352.24632,1707.67368
SAL-000447,2025-03-24,Camera,Asia Pacific,Online,2,1812.66,45,3.0,8.44,0.0,3625.32,0.0,3625.32
SAL-000448,2025-04-23,Smart Watch,North America,Partner Channel,1,598.76,41,3.9,6.26,0.0,598.76,0.0,598.76
SAL-000449,2025-04-08,Tablet,North America,Online,1,237.44,35,2.7,1.84,0.0,237.44,0.0,237.44
SAL-000450,2025-07-15,Laptop,Europe,Online,1,1189.92,18,2.9,40.02,0.0,1189.92,0.0,1189.92
SAL-000451,2025-07-06,Smartphone,North America,Online,1,569.45,28,2.3,28.02,0.0,569.45,0.0,569.45
SAL-000452,2025-07-26,Smart Watch,Latin America,Online,1,244.73,48,3.0,4.21,0.0,244.73,0.0,244.73
SAL-000453,2025-07-24,Laptop,North America,Retail Store,1,1623.71,33,3.7,13.04,0.0,1623.71,0.0,1623.71
SAL-000454,2025-06-17,Headphones,Asia Pacific,Online,13,100.43,27,3.3,15.39,0.0,1305.5900000000001,0.0,1305.5900000000001
SAL-000455,2025-07-08,Smartphone,North America,Online,1,1040.14,58,3.3,21.35,0.0,1040.14,0.0,1040.14
SAL-000456,2025-05-24,Camera,Latin America,Online,1,1643.28,52,3.7,113.79,22.8,1643.28,374.66784,1268.61216
SAL-000457,2025-07-02,Smart Watch,Europe,Retail Store,3,237.82,18,2.3,27.32,12.2,713.46,87.04212,626.4178800000001
SAL-000458,2025-04-03,Tablet,North America,Retail Store,3,444.08,32,3.8,3.28,24.0,1332.24,319.7376,1012.5024000000001
SAL-000459,2025-07-18,Tablet,Europe,Retail Store,1,540.64,23,4.3,12.07,12.4,540.64,67.03936,473.60064
SAL-000460,2025-05-25,Laptop,Europe,Online,9,1040.08,27,2.7,5.05,21.5,9360.72,2012.5548,7348.1651999999995
SAL-000461,2025-07-09,Camera,Middle East & Africa,Retail Store,1,1883.4,33,3.0,23.97,0.0,1883.4,0.0,1883.4
SAL-000462,2025-07-02,Laptop,Europe,Partner Channel,1,947.93,31,,11.17,9.4,947.93,89.10542,858.82458
SAL-000463,2025-07-15,Speaker,North America,Online,3,449.63,44,4.6,34.68,0.0,1348.8899999999999,0.0,1348.8899999999999
SAL-000464,2025-07-20,Speaker,Europe,Online,3,283.33,47,3.3,1.02,0.0,849.99,0.0,849.99
SAL-000465,2025-07-09,Smartphone,North America,Direct Sales,1,486.79,18,1.8,42.89,0.0,486.79,0.0,486.79
SAL-000466,2025-07-19,Smartphone,Europe,Retail Store,2,738.54,52,3.2,2.81,0.0,1477.08,0.0,1477.08
SAL-000467,2025-07-28,Smartphone,North America,Retail Store,5,484.0,47,3.7,10.7,0.0,2420.0,0.0,2420.0
SAL-000468,2025-06-18,Headphones,North America,Retail Store,3,67.59,52,,2.63,5.5,202.77,11.15235,191.61765
SAL-000469,2025-06-24,Camera,North America,Retail Store,3,779.97,40,2.8,4.95,8.5,2339.91,198.89235,2141.01765
SAL-000470,2025-07-01,Smart Watch,Europe,Partner Channel,1,510.65,41,,2.7,0.0,510.65,0.0,510.65
SAL-000471,2025-05-23,Smart Watch,Middle East & Africa,Online,2,404.6,39,4.6,37.32,0.0,809.2,0.0,809.2
SAL-000472,2025-07-13,Monitor,North America,Direct Sales,1,476.07,44,3.7,9.26,0.0,476.07,0.0,476.07
SAL-000473,2025-06-03,Smart Watch,North America,Partner Channel,3,455.32,27,4.6,3.31,0.0,1365.96,0.0,1365.96
SAL-000474,2025-01-12,Laptop,Asia Pacific,Retail Store,1,817.48,24,2.5,1.23,13.9,817.48,113.62972,703.85028
SAL-000475,2025-07-11,Headphones,Latin America,Direct Sales,1,170.19,32,2.6,79.2,0.0,170.19,0.0,170.19
SAL-000476,2025-07-26,Speaker,North America,Retail Store,1,136.94,39,1.1,4.25,0.0,136.94,0.0,136.94
SAL-000477,2025-06-21,Smartphone,Asia Pacific,Partner Channel,1,895.72,48,3.9,17.01,0.0,895.72,0.0,895.72
SAL-000478,2025-05-06,Laptop,North America,Online,5,894.53,26,4.7,12.87,0.0,4472.65,0.0,4472.65
SAL-000479,2025-03-22,Smart Watch,Latin America,Online,3,553.0,24,4.3,5.29,0.0,1659.0,0.0,1659.0
SAL-000480,2025-07-17,Smart Watch,Europe,Partner Channel,1,303.95,42,3.0,7.58,0.0,303.95,0.0,303.95
SAL-000481,2025-07-09,Tablet,North America,Retail Store,76,495.69,23,3.3,1.86,0.0,1487.07,0.0,1487.07
SAL-000482,2025-06-12,Laptop,North America,Retail Store,71,2334.1,44,4.0,25.8,0.0,4668.2,0.0,4668.2
SAL-000483,2025-06-09,Laptop,Latin America,Online,2,1916.95,43,4.0,2.76,0.0,3833.9,0.0,3833.9
SAL-000484,2025-06-08,Tablet,North America,Direct Sales,1,478.39,56,4.0,0.99,0.0,478.39,0.0,478.39
SAL-000485,2025-05-26,Laptop,North America,Online,12,1704.9,18,4.1,69.64,0.0,20458.800000000003,0.0,20458.800000000003
SAL-000486,2025-04-18,Smartphone,North America,Direct Sales,3,1185.21,18,3.1,1.55,6.1,3555.63,216.89343,3338.73657
SAL-000487,2025-05-20,Laptop,North America,Retail Store,1,1578.48,43,2.3,6.68,21.5,1578.48,339.3732,1239.1068
SAL-000488,2025-04-17,Speaker,Europe,Online,3,290.94,30,4.1,5.86,0.0,872.8199999999999,0.0,872.8199999999999
SAL-000489,2025-07-24,Tablet,Europe,Partner Channel,3,480.02,31,2.5,16.52,21.5,1440.06,309.61289999999997,1130.4470999999999
SAL-000490,2025-06-30,Camera,North America,Direct Sales,3,1134.6,42,5.0,1.0,0.0,3403.7999999999997,0.0,3403.7999999999997
SAL-000491,2025-06-21,Monitor,North America,Retail Store,1,526.2,38,3.9,18.82,6.4,526.2,33.6768,492.52320000000003
SAL-000492,2025-06-27,Laptop,Asia Pacific,Direct Sales,2,997.81,30,3.7,13.14,16.0,1995.62,319.2992,1676.3208
SAL-000493,2025-06-29,Speaker,Latin America,Retail Store,3,433.46,21,3.2,1.68,12.1,1300.3799999999999,157.34597999999997,1143.0340199999998
SAL-000494,2025-06-28,Speaker,Asia Pacific,Online,12,370.33,23,3.3,4.26,0.0,4443.96,0.0,4443.96
SAL-000495,2025-04-15,Headphones,Europe,Online,1,64.67,39,4.1,6.58,0.0,64.67,0.0,64.67
SAL-000496,2025-06-18,Speaker,Middle East & Africa,Online,3,392.59,40,4.2,24.84,0.0,1177.77,0.0,1177.77
SAL-000497,2025-06-29,Smartphone,Europe,Retail Store,1,977.16,57,3.4,26.1,7.9,977.16,77.19564,899.9643599999999
SAL-000498,2025-04-13,Smartphone,Latin America,Online,9,786.27,46,3.4,7.23,21.9,7076.43,1549.7381699999999,5526.691830000001
SAL-000499,2025-06-20,Speaker,North America,Retail Store,10,305.64,35,3.7,4.76,0.0,3056.3999999999996,0.0,3056.3999999999996
SAL-000500,2025-07-29,Camera,Middle East & Africa,Online,1,1965.37,27,4.6,27.8,21.1,1965.37,414.69307000000003,1550.6769299999999
SAL-000501,2025-02-04,Tablet,Asia Pacific,Online,2,440.13,57,4.2,29.12,0.0,880.26,0.0,880.26
SAL-000502,2025-07-22,Smart Watch,North America,Retail Store,2,572.34,29,3.0,11.86,13.3,1144.68,152.24244000000002,992.4375600000001
SAL-000503,2025-07-19,Laptop,Europe,Partner Channel,15,1090.59,27,3.3,0.17,0.0,16358.849999999999,0.0,16358.849999999999
SAL-000504,2025-05-25,Camera,North America,Online,1,1363.92,43,3.3,65.25,13.4,1363.92,182.76528000000002,1181.15472
SAL-000505,2025-07-26,Smart Watch,Europe,Online,2,167.73,38,3.0,0.28,0.0,335.46,0.0,335.46
SAL-000506,2025-04-28,Headphones,North America,Retail Store,3,157.25,42,3.4,11.79,10.5,471.75,49.53375,422.21625
SAL-000507,2025-05-16,Laptop,Latin America,Online,1,1261.54,30,3.4,13.88,0.0,1261.54,0.0,1261.54
SAL-000508,2025-04-13,Headphones,North America,Online,3,331.98,36,2.9,10.29,0.0,995.94,0.0,995.94
SAL-000509,2025-03-29,Laptop,North America,Partner Channel,2,941.99,37,3.0,5.84,0.0,1883.98,0.0,1883.98
SAL-000510,2025-07-05,Tablet,Europe,Online,11,436.74,53,3.6,35.69,0.0,4804.14,0.0,4804.14
SAL-000511,2025-07-19,Laptop,North America,Online,1,1053.72,58,2.6,1.46,5.7,1053.72,60.06204,993.65796
SAL-000512,2025-06-30,Tablet,North America,Retail Store,9,618.3,44,3.5,33.91,0.0,5564.7,0.0,5564.7
SAL-000513,2025-07-08,Camera,Europe,Online,1,767.99,49,3.7,27.95,0.0,767.99,0.0,767.99
SAL-000514,2025-04-16,Camera,North America,Retail Store,9,1035.19,54,2.6,4.73,0.0,9316.710000000001,0.0,9316.710000000001
SAL-000515,2025-07-24,Camera,North America,Direct Sales,1,1988.13,48,5.0,60.32,0.0,1988.13,0.0,1988.13
SAL-000516,2025-07-09,Monitor,Asia Pacific,Online,1,574.14,18,2.7,20.77,0.0,574.14,0.0,574.14
SAL-000517,2025-04-06,Camera,Middle East & Africa,Retail Store,3,722.45,40,4.5,22.68,0.0,2167.3500000000004,0.0,2167.3500000000004
SAL-000518,2025-07-29,Smart Watch,North America,Partner Channel,3,518.27,45,3.2,2.92,22.3,1554.81,346.72263,1208.08737
SAL-000519,2025-07-23,Laptop,Middle East & Africa,Retail Store,2,1014.12,32,4.2,16.93,0.0,2028.24,0.0,2028.24
SAL-000520,2025-06-05,Smartphone,Asia Pacific,Retail Store,6,842.84,18,3.4,21.95,0.0,5057.04,0.0,5057.04
SAL-000521,2025-07-14,Camera,North America,Retail Store,1,1507.77,28,4.4,0.93,0.0,1507.77,0.0,1507.77
SAL-000522,2025-07-21,Camera,Latin America,Online,2,1369.6,27,4.6,16.28,23.6,2739.2,646.4512,2092.7488
SAL-000523,2025-07-05,Smartphone,North America,Online,1,718.8,25,4.8,19.86,0.0,718.8,0.0,718.8
SAL-000524,2025-07-18,Speaker,Asia Pacific,Direct Sales,2,218.37,57,5.0,20.81,0.0,436.74,0.0,436.74
SAL-000525,2025-07-25,Tablet,Asia Pacific,Online,1,253.93,35,,3.87,0.0,253.93,0.0,253.93
SAL-000526,2025-05-15,Smart Watch,Europe,Retail Store,5,282.01,39,3.6,16.92,0.0,1410.05,0.0,1410.05
SAL-000527,2025-05-22,Smartphone,North America,Online,1,1151.33,27,3.0,27.11,0.0,1151.33,0.0,1151.33
SAL-000528,2025-05-30,Laptop,North America,Retail Store,3,1808.88,51,2.8,12.2,11.9,5426.64,645.77016,4780.86984
SAL-000529,2025-07-21,Smartphone,Latin America,Direct Sales,1,384.98,28,3.7,15.43,0.0,384.98,0.0,384.98
SAL-000530,2025-05-12,Smart Watch,North America,Online,2,500.92,27,,7.34,5.3,1001.84,53.09752,948.74248
SAL-000531,2025-06-13,Monitor,Middle East & Africa,Retail Store,2,880.92,27,3.8,11.94,12.6,1761.84,221.99184,1539.84816
SAL-000532,2025-06-03,Monitor,North America,Online,1,510.98,30,3.1,4.87,24.7,510.98,126.21206000000001,384.76794
SAL-000533,2025-06-24,Monitor,Latin America,Direct Sales,8,625.5,53,4.1,11.88,0.0,5004.0,0.0,5004.0
SAL-000534,2025-07-08,Smart Watch,Asia Pacific,Retail Store,3,331.22,28,3.2,15.01,0.0,993.6600000000001,0.0,993.6600000000001
SAL-000535,2025-07-21,Headphones,Asia Pacific,Retail Store,2,252.47,44,4.1,10.4,0.0,504.94,0.0,504.94
SAL-000536,2025-05-12,Laptop,North America,Online,3,1852.59,32,2.2,24.0,0.0,5557.7699999999995,0.0,5557.7699999999995
SAL-000537,2025-04-07,Speaker,North America,Direct Sales,13,178.5,37,2.7,26.43,15.8,2320.5,366.639,1953.8609999999999
SAL-000538,2025-07-24,Speaker,North America,Retail Store,14,122.81,19,3.7,15.23,0.0,1719.3400000000001,0.0,1719.3400000000001
SAL-000539,2025-04-18,Monitor,Europe,Retail Store,2,233.26,27,2.6,14.26,0.0,466.52,0.0,466.52
SAL-000540,2025-03-15,Headphones,Europe,Retail Store,2,333.47,54,2.7,9.42,8.8,666.94,58.69072000000001,608.24928
SAL-000541,2025-05-18,Tablet,Europe,Direct Sales,2,533.88,25,4.8,33.78,12.9,1067.76,137.74104,930.01896
SAL-000542,2025-05-06,Headphones,Europe,Direct Sales,8,208.96,31,3.2,26.35,0.0,1671.68,0.0,1671.68
SAL-000543,2025-01-01,Smartphone,North America,Online,2,640.06,22,3.3,26.83,0.0,1280.12,0.0,1280.12
SAL-000544,2024-07-29,Laptop,Europe,Online,3,1567.96,18,2.2,26.95,0.0,4703.88,0.0,4703.88
SAL-000545,2025-06-24,Headphones,North America,Partner Channel,3,276.88,40,4.2,30.91,0.0,830.64,0.0,830.64
SAL-000546,2025-07-20,Smartphone,Asia Pacific,Retail Store,1,729.67,18,2.7,2.03,0.0,729.67,0.0,729.67
SAL-000547,2025-06-30,Speaker,Asia Pacific,Online,3,165.06,38,2.8,22.61,0.0,495.18,0.0,495.18
SAL-000548,2025-03-28,Smart Watch,North America,Partner Channel,3,409.64,28,3.9,8.34,0.0,1228.92,0.0,1228.92
SAL-000549,2025-03-08,Camera,North America,Online,1,1034.1,35,2.4,22.64,0.0,1034.1,0.0,1034.1
SAL-000550,2025-07-24,Laptop,Asia Pacific,Retail Store,2,2397.27,65,3.5,26.46,0.0,4794.54,0.0,4794.54
SAL-000551,2025-04-29,Smartphone,Middle East & Africa,Online,7,549.36,44,2.6,1.03,13.1,3845.52,503.76312,3341.75688
SAL-000552,2025-06-16,Camera,Middle East & Africa,Retail Store,2,1329.03,54,3.7,45.1,0.0,2658.06,0.0,2658.06
SAL-000553,2025-07-28,Speaker,North America,Partner Channel,3,493.01,29,3.5,5.8,0.0,1479.03,0.0,1479.03
SAL-000554,2025-05-29,Headphones,North America,Retail Store,3,183.33,35,4.1,3.66,0.0,549.99,0.0,549.99
SAL-000555,2025-06-24,Laptop,Latin America,Partner Channel,1,882.22,18,4.4,16.08,0.0,882.22,0.0,882.22
SAL-000556,2025-06-11,Camera,Asia Pacific,Partner Channel,2,1721.49,19,5.0,31.69,0.0,3442.98,0.0,3442.98
SAL-000557,2025-06-13,Smartphone,North America,Retail Store,1,844.58,22,4.0,0.92,0.0,844.58,0.0,844.58
SAL-000558,2025-06-04,Monitor,Europe,Online,2,810.95,30,3.8,14.58,0.0,1621.9,0.0,1621.9
SAL-000559,2025-07-19,Smartphone,North America,Online,2,466.01,36,2.9,17.92,14.7,932.02,137.00694,795.01306
SAL-000560,2025-07-01,Tablet,North America,Retail Store,14,703.49,58,5.0,31.56,16.2,9848.86,1595.5153200000002,8253.34468
SAL-000561,2025-01-18,Laptop,North America,Online,14,882.78,40,2.2,25.93,5.9,12358.92,729.17628,11629.74372
SAL-000562,2025-02-04,Laptop,North America,Online,3,2231.68,36,3.5,3.29,0.0,6695.039999999999,0.0,6695.039999999999
SAL-000563,2025-06-16,Smart Watch,Europe,Direct Sales,2,260.63,41,3.6,4.61,0.0,521.26,0.0,521.26
SAL-000564,2025-07-01,Smart Watch,North America,Online,3,399.63,51,4.7,13.22,0.0,1198.8899999999999,0.0,1198.8899999999999
SAL-000565,2025-06-19,Camera,North America,Online,3,1064.71,39,3.7,32.61,0.0,3194.13,0.0,3194.13
SAL-000566,2025-07-07,Smartphone,North America,Online,2,653.83,43,2.9,28.29,0.0,1307.66,0.0,1307.66
SAL-000567,2025-06-12,Smart Watch,Middle East & Africa,Online,3,363.79,27,2.3,38.13,0.0,1091.3700000000001,0.0,1091.3700000000001
SAL-000568,2024-10-09,Speaker,Latin America,Partner Channel,3,196.27,31,,5.27,24.6,588.8100000000001,144.84726000000003,443.96274000000005
SAL-000569,2025-07-18,Smart Watch,North America,Retail Store,2,509.62,58,2.4,26.81,0.0,1019.24,0.0,1019.24
SAL-000570,2025-04-23,Tablet,North America,Retail Store,3,719.85,34,2.9,11.93,13.1,2159.55,282.90105000000005,1876.6489500000002
SAL-000571,2025-06-16,Camera,North America,Retail Store,1,1994.44,25,3.6,2.59,0.0,1994.44,0.0,1994.44
SAL-000572,2025-02-01,Smartphone,Latin America,Direct Sales,3,1091.64,31,2.9,33.19,14.7,3274.92,481.41324,2793.50676
SAL-000573,2025-06-27,Headphones,Europe,Retail Store,9,175.23,36,2.5,12.09,0.0,1577.07,0.0,1577.07
SAL-000574,2025-06-09,Smart Watch,Asia Pacific,Online,2,244.55,52,2.8,20.75,0.0,489.1,0.0,489.1
SAL-000575,2025-07-11,Smartphone,Europe,Partner Channel,3,925.46,46,5.0,6.7,0.0,2776.38,0.0,2776.38
SAL-000576,2025-07-21,Tablet,Europe,Retail Store,3,356.8,18,3.6,0.1,0.0,1070.4,0.0,1070.4
SAL-000577,2025-06-18,Headphones,Asia Pacific,Online,1,149.97,45,3.4,4.79,0.0,149.97,0.0,149.97
SAL-000578,2025-06-21,Monitor,Asia Pacific,Retail Store,3,273.14,44,1.5,34.03,8.9,819.42,72.92838,746.49162
SAL-000579,2025-07-28,Headphones,Europe,Partner Channel,1,351.58,53,4.1,5.62,20.0,351.58,70.316,281.264
SAL-000580,2025-03-05,Headphones,North America,Online,1,250.24,30,3.0,9.15,0.0,250.24,0.0,250.24
SAL-000581,2025-06-11,Speaker,Europe,Retail Store,84,335.2,38,2.8,3.61,0.0,670.4,0.0,670.4
SAL-000582,2025-07-10,Tablet,Latin America,Online,1,440.19,54,4.2,40.07,0.0,440.19,0.0,440.19
SAL-000583,2025-02-18,Laptop,North America,Partner Channel,3,834.23,65,2.3,10.88,0.0,2502.69,0.0,2502.69
SAL-000584,2025-05-22,Smart Watch,Middle East & Africa,Retail Store,2,569.28,45,3.5,0.76,0.0,1138.56,0.0,1138.56
SAL-000585,2025-07-14,Laptop,North America,Online,2,2325.56,62,3.6,6.83,0.0,4651.12,0.0,4651.12
SAL-000586,2025-05-05,Speaker,North America,Online,6,404.0,44,3.8,9.04,0.0,2424.0,0.0,2424.0
SAL-000587,2025-04-29,Tablet,Asia Pacific,Direct Sales,2,659.52,26,3.6,33.42,19.6,1319.04,258.53184,1060.5081599999999
SAL-000588,2025-06-08,Tablet,Europe,Online,3,324.09,60,2.5,34.18,0.0,972.27,0.0,972.27
SAL-000589,2025-07-14,Laptop,North America,Online,3,1489.05,39,3.4,11.56,20.0,4467.15,893.43,3573.72
SAL-000590,2025-03-15,Laptop,North America,Direct Sales,3,2238.41,19,,1.93,0.0,6715.23,0.0,6715.23
SAL-000591,2025-06-20,Monitor,North America,Online,3,287.21,41,3.5,9.01,22.2,861.6299999999999,191.28185999999997,670.34814
SAL-000592,2025-04-04,Laptop,North America,Retail Store,3,2099.91,39,4.1,6.04,15.0,6299.73,944.9594999999999,5354.7705
SAL-000593,2025-05-28,Headphones,North America,Online,1,228.7,42,3.8,3.69,0.0,228.7,0.0,228.7
SAL-000594,2025-01-28,Smartphone,Asia Pacific,Partner Channel,3,595.94,47,3.2,1.41,19.1,1787.8200000000002,341.47362000000004,1446.3463800000002
SAL-000595,2025-05-09,Tablet,North America,Partner Channel,2,606.63,35,,18.91,12.7,1213.26,154.08402,1059.17598
SAL-000596,2025-07-18,Tablet,Europe,Online,2,701.87,39,,23.18,0.0,1403.74,0.0,1403.74
SAL-000597,2025-06-22,Smartphone,Latin America,Retail Store,14,1045.84,52,4.6,6.76,0.0,14641.759999999998,0.0,14641.759999999998
SAL-000598,2025-03-25,Smartphone,North America,Online,1,952.83,38,3.7,24.95,0.0,952.83,0.0,952.83
SAL-000599,2025-07-11,Smart Watch,Middle East & Africa,Online,1,261.96,31,4.4,3.75,5.2,261.96,13.62192,248.33808
SAL-000600,2025-06-12,Smart Watch,Europe,Online,3,589.1,41,1.9,14.53,0.0,1767.3000000000002,0.0,1767.3000000000002
SAL-000601,2025-03-24,Laptop,Europe,Online,1,1659.39,40,3.2,22.62,0.0,1659.39,0.0,1659.39
SAL-000602,2025-06-27,Monitor,Asia Pacific,Online,8,537.75,43,4.2,13.57,0.0,4302.0,0.0,4302.0
SAL-000603,2025-06-23,Headphones,Asia Pacific,Retail Store,2,139.83,48,2.2,81.86,0.0,279.66,0.0,279.66
SAL-000604,2025-06-25,Monitor,North America,Online,3,936.55,33,2.5,6.2,0.0,2809.6499999999996,0.0,2809.6499999999996
SAL-000605,2025-07-29,Laptop,Latin America,Retail Store,6,2355.5,39,3.6,39.64,13.6,14133.0,1922.0880000000002,12210.912
SAL-000606,2025-07-22,Monitor,North America,Online,2,609.91,55,4.2,2.93,0.0,1219.82,0.0,1219.82
SAL-000607,2025-07-27,Headphones,North America,Online,2,398.02,53,3.2,10.44,13.9,796.04,110.64956000000001,685.3904399999999
SAL-000608,2025-05-23,Smart Watch,Latin America,Partner Channel,1,379.0,41,3.8,6.6,0.0,379.0,0.0,379.0
SAL-000609,2024-11-11,Tablet,North America,Retail Store,14,652.74,41,3.3,6.36,0.0,9138.36,0.0,9138.36
SAL-000610,2025-07-29,Smartphone,North America,Partner Channel,3,663.13,50,3.1,0.01,11.2,1989.3899999999999,222.81167999999997,1766.5783199999998
SAL-000611,2025-07-13,Speaker,North America,Online,3,193.43,18,3.7,13.51,0.0,580.29,0.0,580.29
SAL-000612,2025-07-01,Headphones,Latin America,Retail Store,2,356.57,29,3.6,45.99,0.0,713.14,0.0,713.14
SAL-000613,2025-07-26,Monitor,North America,Online,2,438.12,43,2.9,3.27,0.0,876.24,0.0,876.24
SAL-000614,2025-05-30,Speaker,North America,Direct Sales,1,149.54,43,3.1,23.6,6.6,149.54,9.86964,139.67036
SAL-000615,2025-01-24,Smartphone,Latin America,Online,11,522.27,56,3.4,68.26,0.0,5744.969999999999,0.0,5744.969999999999
SAL-000616,2025-03-08,Laptop,Latin America,Online,2,2193.36,26,2.8,11.83,12.9,4386.72,565.88688,3820.8331200000002
SAL-000617,2025-06-12,Smart Watch,Asia Pacific,Online,12,221.95,38,1.7,39.79,19.8,2663.3999999999996,527.3531999999999,2136.0467999999996
SAL-000618,2025-05-28,Camera,Europe,Online,7,649.24,22,1.9,1.02,0.0,4544.68,0.0,4544.68
SAL-000619,2025-07-10,Monitor,Middle East & Africa,Online,2,964.52,44,3.5,3.81,0.0,1929.04,0.0,1929.04
SAL-000620,2025-05-04,Tablet,Middle East & Africa,Online,2,265.21,29,4.2,24.7,0.0,530.42,0.0,530.42
SAL-000621,2025-07-17,Camera,Middle East & Africa,Direct Sales,1,633.63,41,4.2,49.55,0.0,633.63,0.0,633.63
SAL-000622,2025-07-25,Speaker,North America,Retail Store,3,233.92,26,3.2,13.61,21.3,701.76,149.47487999999998,552.28512
SAL-000623,2025-07-01,Tablet,North America,Online,1,279.36,49,2.2,22.97,0.0,279.36,0.0,279.36
SAL-000624,2025-05-19,Smartphone,Latin America,Online,2,626.25,54,3.2,4.97,0.0,1252.5,0.0,1252.5
SAL-000625,2025-07-23,Monitor,North America,Retail Store,3,906.95,33,3.7,14.12,9.8,2720.8500000000004,266.64330000000007,2454.2067
SAL-000626,2025-06-30,Monitor,North America,Online,6,264.46,37,3.1,3.29,0.0,1586.7599999999998,0.0,1586.7599999999998
SAL-000627,2025-07-07,Smartphone,North America,Direct Sales,3,1133.45,45,3.2,23.73,0.0,3400.3500000000004,0.0,3400.3500000000004
SAL-000628,2025-03-22,Speaker,Europe,Online,15,321.6,24,2.4,35.66,0.0,4824.0,0.0,4824.0
SAL-000629,2025-07-05,Smart Watch,Asia Pacific,Retail Store,1,578.43,35,2.5,3.86,19.9,578.43,115.10756999999998,463.32242999999994
SAL-000630,2025-03-01,Smart Watch,North America,Direct Sales,12,340.7,31,1.2,13.0,0.0,4088.3999999999996,0.0,4088.3999999999996
SAL-000631,2025-03-07,Tablet,Asia Pacific,Partner Channel,3,541.37,28,2.3,18.87,0.0,1624.1100000000001,0.0,1624.1100000000001
SAL-000632,2025-07-02,Headphones,Middle East & Africa,Retail Store,14,327.88,47,4.3,27.97,0.0,4590.32,0.0,4590.32
SAL-000633,2025-06-29,Camera,Europe,Retail Store,2,482.02,57,3.2,6.62,0.0,964.04,0.0,964.04
SAL-000634,2025-05-30,Speaker,Asia Pacific,Retail Store,3,174.57,30,2.8,20.71,14.7,523.71,76.98537,446.72463000000005
SAL-000635,2025-07-15,Smartphone,Asia Pacific,Direct Sales,1,1170.54,27,1.7,68.47,15.5,1170.54,181.4337,989.1062999999999
SAL-000636,2025-05-17,Headphones,Europe,Online,14,138.26,47,2.4,45.67,16.0,1935.6399999999999,309.7024,1625.9375999999997
SAL-000637,2025-07-20,Smart Watch,Asia Pacific,Retail Store,3,477.65,18,4.5,15.68,6.4,1432.9499999999998,91.7088,1341.2412
SAL-000638,2025-03-15,Tablet,North America,Partner Channel,3,271.63,18,4.7,6.41,0.0,814.89,0.0,814.89
SAL-000639,2025-04-05,Smart Watch,Latin America,Online,1,303.0,44,3.6,5.02,0.0,303.0,0.0,303.0
SAL-000640,2025-06-26,Camera,Asia Pacific,Retail Store,4,664.8,23,3.9,3.57,5.8,2659.2,154.23359999999997,2504.9664
SAL-000641,2025-07-06,Monitor,Latin America,Retail Store,14,647.8,45,3.7,19.05,0.0,9069.199999999999,0.0,9069.199999999999
SAL-000642,2025-02-20,Tablet,North America,Online,1,516.55,30,3.9,9.02,15.6,516.55,80.58179999999999,435.96819999999997
SAL-000643,2025-06-10,Headphones,North America,Online,15,260.2,42,3.7,32.51,0.0,3903.0,0.0,3903.0
SAL-000644,2025-02-26,Smart Watch,Europe,Online,3,493.0,51,,23.06,0.0,1479.0,0.0,1479.0
SAL-000645,2025-06-19,Headphones,North America,Retail Store,2,235.03,44,3.4,3.08,0.0,470.06,0.0,470.06
SAL-000646,2025-07-24,Smart Watch,Asia Pacific,Online,3,346.31,43,1.9,10.65,0.0,1038.93,0.0,1038.93
SAL-000647,2025-02-17,Tablet,Europe,Online,12,753.59,18,3.3,63.31,5.2,9043.08,470.24016000000006,8572.83984
